,User,Pesan,Jam,Tanggal,Status,Saham
203,Alzie Al Fachri,"Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn  ",1:37:14 PM,Monday March 29 2021,Negatif,WSKT
204,Jay Jay,wskt rugi 9T. lg dibenahi kok. tadi uda ada berita restrukturisasi. apa nanti ada berita jualan tol? restrukturisasi himbara?,1:36:58 PM,Monday March 29 2021,Negatif,WSKT
205,Tommy Hermes,"Membalas : .... Ya mmg saya salah sih. Beli di pucuk Ga cutloss Rugi 9t wskt And swf ga ngaruh tnyt..
Cutloss wskt 9t ?",1:34:24 PM,Monday March 29 2021,Negatif,WSKT
206,Denny Wang,"....  Ya mmg saya salah sih. Beli di pucuk

Ga cutloss

Rugi 9t wskt
And swf ga ngaruh tnyt..",1:31:54 PM,Monday March 29 2021,Negatif,WSKT
207,Denny Wang,"Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week.
1. Banking
2. Properti dan konstruksi BUMN yg rata2 besok dapag dukungan momentum pembalik
3. Coal mining yg masih bullish...


Pak @JuthaBram 


Konstruksi  wskt break 1300 pak jutha..

Turun trus ga ada abise..

Apa ak jual saja kah

Loss gila2an.. 30% an",1:17:10 PM,Monday March 29 2021,Negatif,"TRUS,WSKT"
208,Johny,"Membalas : Pantau KPAL
TP?",11:11:03 AM,Monday March 29 2021,Negatif,KPAL
209,Al Blenk,"Membalas : ANTM saham pertama yg saya latihan untuk trading.. itu saham cocoknya 200 poin TP sekali 200 poin TP sekali.. jgn krn mau TP byk
Wkwk bner om.,ANTM dan TINS satu family.,xlo abis rally 150-200 point loyo dah
Emg pas buat celap celup  ",10:13:26 AM,Monday March 29 2021,Negatif,"ANTM,SATU,TINS"
210,Fajar Oktavaria,"permintaan saya mudah, jangan mampir ke cent ataupun wiim ya udah gitu aja",10:13:23 AM,Monday March 29 2021,Negatif,"CENT,WIIM"
211,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Ga punya pasangan om, sendirian dari dulu 
sudah TP gjtl ckkckckck",9:48:31 AM,Monday March 29 2021,Negatif,GJTL
212,Kaanz ,"Membalas : Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     
Minggu ini harus breakout kalo tidak bisa berarti pola HTF gaga  ",9:11:36 AM,Monday March 29 2021,Negatif,"DMMX,POLA"
213,Eriant Yosua,Ada yg tau kenapa bbca downtrend ? Kira2 suport terdekat dmn ya?,7:33:05 AM,Monday March 29 2021,Negatif,BBCA
214,Rocky Thohir,"Membalas : Wah sabotase ?
Pure bencana",2:28:40 AM,Monday March 29 2021,Negatif,PURE
215,Bu Nana,"Membalas : Lha kan kemarin sudah janji sama bu Nana  
Trimakasi Meneer saya baru sampe rmh, besok pagi baru bisa baca lbh detail, 

slamat malam dan beristirahat",11:30:18 PM,Sunday March 28 2021,Negatif,BACA
216,Kelon Mas :baby_bottle::baby_bottle::baby_bottle:,"Membalas : Byk yg tetep didlm ada yg krluar masuk semuanya punya kelebihan dan kekurangan tergtg psikologi org cocoknya jgn ikut2 an tar ma
Biasanya saya tetap didalam mengandalkan TS untuk TP-nya

Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar masuk (Jual atas ambil lagi bawah)",8:14:52 PM,Tuesday March 30 2021,Positif,CENT
217,Benhan,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Ah baru baca ini.. pantas BBYB hari ini volumenya besar",8:10:41 PM,Tuesday March 30 2021,Positif,"BACA,BBYB"
218,Aho Lie,"Membalas : Kawal bareng2 yuk  
Saya selalu bareng cent Sampai semesta bilg cukup  ",8:08:24 PM,Tuesday March 30 2021,Positif,CENT
219,Benhan,"Membalas : I see, jadi digital colony bisa dibilang pemilik CENT ya om? Thankyou infonya
Digital Colony mau akuisisi CENT. Sepertinya right issue nanti standby buyernya mereka",8:02:54 PM,Tuesday March 30 2021,Positif,CENT
220,Rey,"Membalas : Itu ada jawabannya di atas
I see, jadi digital colony bisa dibilang pemilik CENT ya om? Thankyou infonya",8:00:42 PM,Tuesday March 30 2021,Positif,CENT
221,Aho Lie,Hidup pak benhan juga hidupkan Cent  ,8:00:20 PM,Tuesday March 30 2021,Positif,CENT
222,mrs A,"Membalas : Haka CENT
Jam 2 keluar news ini  .",7:49:12 PM,Tuesday March 30 2021,Positif,CENT
223,Tommy Hermes,"Membalas : Photo
Haka CENT",7:46:06 PM,Tuesday March 30 2021,Positif,CENT
224,Benanta,"Membalas : Photo
Ini tgl tnggu ada yg narik aja, ke goceng juga enteng,, model2an kaya isat",7:13:39 PM,Tuesday March 30 2021,Positif,ISAT
225,Ahmad Rifai,Guys ad yg msh pegang eraa berarti bsok saham kita udh pecah nominal+jadi banyak ya,4:15:47 PM,Tuesday March 30 2021,Positif,ERAA
226,A,"Wskt, Ptpp nya lagi diskon ya boend ",3:56:06 PM,Tuesday March 30 2021,Positif,PTPP
227,Redy Yeee,"Membalas : kan patriotik kak, MERAH DARAHKUUUU!!!      
dapet ini pasti same di ma 20 kan mba rui    ",3:26:55 PM,Tuesday March 30 2021,Positif,SAME
228,Ratih Estiani,"Membalas :   
Qjd inget pas ihsg merah2 trus tiba2 ditarik ijo mas..wkwkwkwk",3:23:21 PM,Tuesday March 30 2021,Positif,TRUS
229,Carlo Micelli,Tetap bersyukur ACES ijo... ,2:46:51 PM,Tuesday March 30 2021,Positif,ACES
230,Dharma,"Ini pgas napa om, kok broker saham bandar pada pungutin?
Ini adalah foto",2:39:02 PM,Tuesday March 30 2021,Positif,PGAS
231,41056 (Rizki Putra Perdana),yok essa ribon yokk,2:33:09 PM,Tuesday March 30 2021,Positif,ESSA
232,Tejo Arum,Cent ngamuk,2:31:47 PM,Tuesday March 30 2021,Positif,CENT
233,Yudha,"Membalas : PTPP itu lq45 pak
Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak",2:24:56 PM,Tuesday March 30 2021,Positif,PTPP
234,Gue Keren,"BACA ambroll nih, ada yg mau hajar gk?",2:19:09 PM,Tuesday March 30 2021,Positif,BACA
235,Lee Khong Huan,"Same biasa kuat di ma20, akankah kini juga akan mantul di sana?",2:19:05 PM,Tuesday March 30 2021,Positif,SAME
236,Tejo Arum,Awassss siapp2 cent mau terbang    ,2:10:15 PM,Tuesday March 30 2021,Positif,CENT
237,Jafar Sim,"Membalas : Asik, buat serok ini. Hu Billy mau tunggu di 5700 ?
Emiten nya hu Billy aman ga terpengaruh badai   ",2:05:06 PM,Tuesday March 30 2021,Positif,AMAN
238,Rocky Thohir,DNAR & BGTG get ready?,1:57:20 PM,Tuesday March 30 2021,Positif,"BGTG,DNAR"
239,Carlo Micelli,Semoga ERAA ijo besok SS,1:48:31 PM,Tuesday March 30 2021,Positif,ERAA
240,Raditbima,Baca ara guys. Selanjutnya apa ya? Bbyb?,1:47:56 PM,Tuesday March 30 2021,Positif,BACA
241,Puspita Wardani,BBHI bangkit dr kubur,1:40:10 PM,Tuesday March 30 2021,Positif,BBHI
242,Tommy Hermes,"Membalas : Yuhu BBYB
BBYB masih bisa naik ga ya",1:39:29 PM,Tuesday March 30 2021,Positif,BBYB
243,Tommy Hermes,"Membalas : ya jangan pak..
Kadung nyemplung
Membalas : fomo baca boleh ga ya
Klo menurut suhu Hauw justru pas lagi di mark up gini yang bisa cuan banyak dan cepat, jangan tunggu pas koreksi karena itu sudah moment distribusi.",1:26:46 PM,Tuesday March 30 2021,Positif,"BACA,MARK"
244,Tomatto Tomatto,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Area buy",1:18:14 PM,Tuesday March 30 2021,Positif,BBYB
245,Puspita Wardani,"Membalas : BbYB belakang nya Alibaba loh  
BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...",1:13:06 PM,Tuesday March 30 2021,Positif,BBYB
246,RBTAN59,sentimen bandar sdg mau beramain di baca,12:42:13 PM,Tuesday March 30 2021,Positif,BACA
247,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
1300-1500 dg syarat break dan bertahan dibawah 2150",12:41:02 PM,Tuesday March 30 2021,Positif,ANTM
248,Dita Rissa,BACA dan ARTO the real bank digital... Yg lain cm ikut 2.. belakang mereka raksasa2 unicorn,12:36:02 PM,Tuesday March 30 2021,Positif,"ARTO,BACA,BANK,REAL"
249,Dita Rissa,BACA ok punya,12:33:59 PM,Tuesday March 30 2021,Positif,BACA
250,GoesWan,"Baca bagus buat masuk, tp jngn bnyk2. Bagus lg tunggu candle biru buat memastikan. Prosentase saham, 50% bnyk diatas harga skrg.",12:30:19 PM,Tuesday March 30 2021,Positif,BACA
251,rigeladitya,"LPPF weekly, harga di atas MA5 9 weeks, di atas MA10 8 weeks, di atas EMA30 4 weeks, dan sedang berusaha jebol MA60. Masuk setup-nya Ko Billy ga nih?
Ini adalah foto",11:33:12 AM,Tuesday March 30 2021,Positif,LPPF
252,Rocky Thohir,Next BNBA watch ya!,11:32:55 AM,Tuesday March 30 2021,Positif,BNBA
253,Raditbima,Arakan BACA,11:29:14 AM,Tuesday March 30 2021,Positif,BACA
254,rigeladitya,Nikel nikelan semuanya stay di base masing-masing. Strong.  LPPF yang paling cantik.,11:28:43 AM,Tuesday March 30 2021,Positif,LPPF
255,Puspita Wardani,BACA gass trs,11:25:11 AM,Tuesday March 30 2021,Positif,BACA
256,Chai Lie,"PTPP teknikalnya lg di area deman, pengen serok tapi ragu",11:15:22 AM,Tuesday March 30 2021,Positif,PTPP
257,Fajar Suryo,Akhirnya WIIM nyolek 955,11:10:43 AM,Tuesday March 30 2021,Positif,WIIM
258,Puspita Wardani,"Membalas : Lgi diguyur RF
Klu buat FT aman lah kak, harganya sllu dijaga  ",10:45:15 AM,Tuesday March 30 2021,Positif,AMAN
259,Hendra,"Membalas : CENT naik lg yuk   udah full lg muatan  
Kyk ada yg jaga dibanting trus dinaikin wkwk",10:43:43 AM,Tuesday March 30 2021,Positif,"CENT,TRUS"
260,Puspita Wardani,CENT naik lg yuk   udah full lg muatan  ,10:42:43 AM,Tuesday March 30 2021,Positif,CENT
261,Faliq H,serok bawah CENT kenyang,10:42:18 AM,Tuesday March 30 2021,Positif,CENT
262,RBTAN59,tpia sdh start mau rups mgkn menuju RI jg ,10:28:07 AM,Tuesday March 30 2021,Positif,TPIA
263,Dimas Ari Nugroho,"Membalas : Tp kl gara2 ini wskt jadi 500 lg boleh lah  
Gw di Adhi karya aja gan   lebih lincah gerakannya kalo lagi bullish",10:24:34 AM,Tuesday March 30 2021,Positif,"ADHI,WSKT"
264,Jay Jay,Tp kl gara2 ini wskt jadi 500 lg boleh lah  ,10:22:32 AM,Tuesday March 30 2021,Positif,WSKT
265,Novine 90210,"eraa...hari ini cumdate ss tapi masih gitu2 aja...
masih rame sido kayanya",9:45:28 AM,Tuesday March 30 2021,Positif,SIDO
266,Louis Adam,AGRO DOID rebound,9:20:52 AM,Tuesday March 30 2021,Positif,"AGRO,DOID"
267,Puspita Wardani,ASSA n CENT bkn pagi pagi happy  ,9:16:01 AM,Tuesday March 30 2021,Positif,"ASSA,CENT"
268,Liem Peter,"wah ini YP masang pager CENT di 292, abg dia 293",9:15:45 AM,Tuesday March 30 2021,Positif,CENT
269,Liem Peter,cent kenceng juga ya,9:10:52 AM,Tuesday March 30 2021,Positif,CENT
270,Jafar Sim,"Membalas : candaaaa apusss... 
Yang agro yang agro (harusnya) hari ini rebound ijo,,, yang agro yang agro",9:00:00 AM,Tuesday March 30 2021,Positif,AGRO
271,Handy HD,ENRG mau CUM RI ya?,8:57:54 AM,Tuesday March 30 2021,Positif,ENRG
272,rigeladitya,"INCO area demand, ada yang lagi ngumpul in banyak banget.
Ini adalah foto",10:48:22 PM,Monday March 29 2021,Positif,INCO
273,rahmad,jadi asing keluar sebulan ini untuk jaga2 masalah bpjs ini ya? dilihat dari ngerinya asing keluar dari BBRI yang mana BPJS sudah untung,10:12:14 PM,Tuesday March 30 2021,Negatif,BBRI
274,Jimmy,"Membalas : Ini peraturan nya.. Lengkap perihal batasan kepemilikan emiten dll bpjs.. Kalau mau baca silahkan.. Intinya ga semudah itu jual
Thanks sharingnya Om. Yang ngeri ini efek ""fear""nya aja sih. Kadang aslinya gak ada apa2, efek gosipnya mbikin runtuh duluan. Macam Archegos ini...  ",10:01:45 PM,Tuesday March 30 2021,Negatif,BACA
275,Aho Lie,"Membalas : Hati  guys jagan sampai terjadi lagi.
Inget bunuh diri masuk neraka   
Membalas : Biasanya saya tetap didalam mengandalkan TS untuk TP-nya Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar
Tp prsktek susah pak hrs brner 2 udh klik baru bisa kadang pas jual hrg mlh lebh tinggi tunggu gak turun masuk malah turun  ",8:15:10 PM,Tuesday March 30 2021,Negatif,CENT
276,Daniel Bong,Saya Cl WSKT kena loss 8%,7:59:15 PM,Tuesday March 30 2021,Negatif,WSKT
277,Tony Iskandar,"Ini adalah foto
Sentimen negatif utk ANTM",6:46:39 PM,Tuesday March 30 2021,Negatif,ANTM
278,Muhammag kuncoro,"Membalas : Fix besok WSKT ARB lagi
Kontruksi iya kyk nya karna ada kendala kerjaan yang masih bayak tender
Kontruksi itu biasa nya  moncernya Akhir tahun karna pendapatan mereka bulan2 itu baru terkumpul dan kejar target biasa nya",6:31:11 PM,Tuesday March 30 2021,Negatif,WSKT
279,Severinus Utomo,"Membalas : Besok fik ihsg ijo di atas 2%
Fix besok WSKT ARB lagi",6:30:04 PM,Tuesday March 30 2021,Negatif,WSKT
280,Iqbal,BNBA apa kabar ya? Masih arb kah?,3:25:25 PM,Tuesday March 30 2021,Negatif,BNBA
281,Elon Mas,"Membalas : Bursa efek BUMN WSKT WIKA PTPP ADHI      
dibohongin SWF ",3:25:03 PM,Tuesday March 30 2021,Negatif,"ADHI,PTPP,WIKA,WSKT"
282,Tejo Arum,"Membalas : kak, gimna nih prospeknya antm ke depan?
ANTAM berANTEM     ",3:13:11 PM,Tuesday March 30 2021,Negatif,ANTM
283,Faliq H,"Membalas : Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak
rugi mau bagi dividen apa? wkwk",2:25:10 PM,Tuesday March 30 2021,Negatif,PTPP
284,Kirana L,"Membalas : Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya
Agak sulit tp mungkin saja pak...
Andaikata dimerahin ARTO sasaran berikutnya  ",2:25:05 PM,Tuesday March 30 2021,Negatif,"ARTO,BACA"
285,Jafar Sim,Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya,2:24:13 PM,Tuesday March 30 2021,Negatif,BACA
286,Mas Bro,"Lihat BBCA tuh, kesian amat mati2an nahan indeks sendirian woyyy     tolongin napa    ",2:22:03 PM,Tuesday March 30 2021,Negatif,BBCA
287,Lee Khong Huan,"Wahaha..ngamati agrs ngeri, hati  yg ginian..angka bidnya palsu, tadi ribuan begitu dianjlokin hilang semua",2:13:52 PM,Tuesday March 30 2021,Negatif,AGRS
288,Daniel Bong,Wskt kembali ke asal mari kita berdoa spy g tiap hr ARB,2:10:04 PM,Tuesday March 30 2021,Negatif,"MARI,WSKT"
289,Tommy Hermes,CTRA arb di support,2:09:45 PM,Tuesday March 30 2021,Negatif,CTRA
290,Benhan,SAME runtuh ya supportnya,2:08:57 PM,Tuesday March 30 2021,Negatif,SAME
291,Johny,"Membalas : https://www.cnbcindonesia.com/market/20210330133606-17-233985/duh-bp-jamsostek-bakal-kurangi-investasi-saham-reksa-dana besok me
pgas makin ambles",2:07:59 PM,Tuesday March 30 2021,Negatif,PGAS
292,Kirana L,"Mungkin ibu bapak tidak mengenal saya tapi uang yang nyangkut di saham2 minibank lebih baik digunakan utk kepentingan lain ya sedekah misalnya atau zakat..

Risk sangat besar dibandingkan dengan expected return.. deviasi dari saham2 minibank yg berkisar antara 27-36% sangat jelas memperlihatkan bahwa itu semua permainan sekelompok orang / institusi pemegang dana besar...

Salam profit kita semua  ",2:07:58 PM,Tuesday March 30 2021,Negatif,UANG
293,            ,Same terjun bebas,2:07:32 PM,Tuesday March 30 2021,Negatif,SAME
294,Sumitro Saadah,"Membalas : ini BBRI div 2% kurang yah kok dibanting?
BBRI mau tutup gep di 3700",1:58:37 PM,Tuesday March 30 2021,Negatif,BBRI
295,Andre Salim,ini BBRI div 2% kurang yah kok dibanting?,1:58:05 PM,Tuesday March 30 2021,Negatif,BBRI
296,Benhan,RI nya simpang siur soalnyaz HMETD BBYB juga ga nongol hari ini,1:53:03 PM,Tuesday March 30 2021,Negatif,BBYB
297,Murr,"Offer tebel d BBRI dah ilang, akankah reversal?",1:44:25 PM,Tuesday March 30 2021,Negatif,BBRI
298,Eru Yagami,"Membalas : Butuh keberanian ini
Baca lapkeu Q4 tinggal nunggu bangkrut aja",1:44:20 PM,Tuesday March 30 2021,Negatif,BACA
299,Muhammag kuncoro,"Membalas : kalau ga nyampe mau terus menunggu bang?
Gak mesti lah mas kita cuma ngarep Doang kalo di kasih bagus.
Ada info menarik Gaes coba Pantao saham Bsim kayak nya minggu ini saagat menarik kali Minimal 1 ARA dech tapi ini bukan ajak beli atao jual...",12:59:04 PM,Tuesday March 30 2021,Negatif,BSIM
300,Dita Rissa,"Membalas : Dan kemungkinan ARB nya lebih dr ARTO juga.....
Lah ya smw itu ARB wajar, masalahnya masuknya ya jgn dipucuk... Masuk nya sekarang pas msh murah klo masuk ntar pas 10 rb ya telat wkwkwk",12:38:59 PM,Tuesday March 30 2021,Negatif,ARTO
301,Kaanz',"Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
Ke 2700 aja belum mampu pak  , masih tektokan",12:37:49 PM,Tuesday March 30 2021,Negatif,ANTM
302,Jim,"Membalas : Aset lbh dr ARTO, Profitnya msh ok, reputasi ok, kesiapan infra lbh ok dan ini OVO + Grab yg size-nya lbh besar menurut data unt
Dan kemungkinan ARB nya lebih dr ARTO juga.....",12:36:37 PM,Tuesday March 30 2021,Negatif,ARTO
303,GoesWan,"Kondisi IHSG skrg, kurang bagus nahan barang lama. Main On Day Trading aja.",12:34:25 PM,Tuesday March 30 2021,Negatif,MAIN
304,Fadli,"Membalas : BACA masih bisa masuk ga yah
kalo turun siap ga pak",12:31:23 PM,Tuesday March 30 2021,Negatif,BACA
305,widhi,"ramaikan BSIM dong yok, sedih bgt sepi ",12:21:26 PM,Tuesday March 30 2021,Negatif,BSIM
306,Calvin irawan,"Membalas : ERAA yang mau stocksplit juga tak bergeming.
Market nya gk kondusif pak  ",11:38:08 AM,Tuesday March 30 2021,Negatif,ERAA
307,rigeladitya,ERAA yang mau stocksplit juga tak bergeming.,11:37:18 AM,Tuesday March 30 2021,Negatif,ERAA
308,Yudha,"PTPP perusahaan bagus dibanding wskt, tapi ikutan arb  ",10:49:23 AM,Tuesday March 30 2021,Negatif,PTPP
309,Humam,Cent ayo turun lagi,10:36:31 AM,Tuesday March 30 2021,Negatif,CENT
310,Faliq H,ayo CENT turunin lagiii,10:34:38 AM,Tuesday March 30 2021,Negatif,CENT
311,Puspita Wardani,"Membalas : Swf gagal? Sekelas opung luhut masa ngeprank   *saya gapunya barang
Kan kpn hr abis di prank soal TESLA   bkn gk mgkn SWF jg prank  ",10:16:50 AM,Tuesday March 30 2021,Negatif,MASA
312,Rocky Thohir,Gila bbri ambrol,10:15:20 AM,Tuesday March 30 2021,Negatif,BBRI
313,Yudha,Swf gagal? Sekelas opung luhut masa ngeprank   *saya gapunya barang,10:14:51 AM,Tuesday March 30 2021,Negatif,MASA
314,Vincent HH,"Wskt besok arb lg
Ni pasti udah mentok dia arb",10:10:24 AM,Tuesday March 30 2021,Negatif,WSKT
315,Lee Khong Huan,WSKT dikasih ke ma200 nggak ya? Masih kurang turun 14%an lagi...alias 2x ARB   ,9:47:59 AM,Tuesday March 30 2021,Negatif,WSKT
316,Dharma Djiauw  ,"Membalas : Iyaa...ud 2 mg hidup segan mati tak mau   nyangkut di 205
Kalo masih dalam plan ya blm nyangkut itu, definisi nyangkut kalo udh lewat batas SL tp ga di SL turun trs",9:37:40 AM,Tuesday March 30 2021,Negatif,PLAN
317,Luky,"Membalas : Wskt : was was mikirin harta
abs CL barusan, masuk gara2 kena php kmarin di 1300an... wkwkwkwk",9:37:19 AM,Tuesday March 30 2021,Negatif,WSKT
318,Aliong,Wskt : was was mikirin harta,9:36:39 AM,Tuesday March 30 2021,Negatif,WSKT
319,RBTAN59,"Membalas : CNBC Indonesia https://www.cnbcindonesia.com/market/20210329220801-17-233813/duh-3-tahun-saham-matahari-ramayana-cs-gak-pernah-c
nah berita sentimen negative ini bisa kebalikan dr wskt kita saksikan sebentar lg  ",8:54:50 AM,Tuesday March 30 2021,Negatif,WSKT
320,Daniel Bong,"Membalas : Photo
Ini cuma analisa pribadi tapi waktulah yang membuktikan
Bebas saja semua orang bisa berasumsi tapi kalau ruginya begitu ini sangat berbahaya
Hanya org yg kelebihan uang yg mau serok",8:05:54 AM,Tuesday March 30 2021,Negatif,UANG
321,Daniel Bong,"WSKT kmr byk yg rekomen buy termasuk para analis hs ,elen may dll.  Pertanyaannya koq bisa ga tau begitu parahnya keuangan WSKT saya yakin byk bgt korban berjatuhan",7:56:23 AM,Tuesday March 30 2021,Negatif,WSKT
322,Jay Jay,"Membalas : Sy sbnrnya mau trading di WSKT ini. Kdg bingung jg mau CL tau2 malah dibawa naek. Belakangan ini pola EM trade juga begitu. Yg s
Kuat tahan lama ga? Jeleknya pemerintah ga ada duit. Mo bantu paling dikit. Berharap jualan tol ke luar atau ina. Proyek ga akan banyak dulu, pendanaan susah, kecuali dpt surat jaminan dari pemerintah. 

Perbaikan akan ada, tapi lambat",7:48:32 AM,Tuesday March 30 2021,Negatif,"POLA,WSKT"
323,Hauw,"Membalas : Pagi hu. Wskt sy nyangkut 15%. Baiknya CL saja apa gimana ya? Klo semalam ntn live EM suruh invest aja katanya. Jd bingung...
Jangan invest di WSKT
1200 itu dia ada gap, hari ini mungkin ada pantulan",7:42:04 AM,Tuesday March 30 2021,Negatif,WSKT
324,CHR27,"Membalas : Bapak niatnya bgmn, trading atau investasi? Kalau trading harusnya dr awal sudah pasang stoploss, ga akan lg ada kata nyangkut s
Sy sbnrnya mau trading di WSKT ini. Kdg bingung jg mau CL tau2 malah dibawa naek. Belakangan ini pola EM trade juga begitu. Yg swing kena level stoploss, lalu klo gak mau stoploss ya jadi investing aja. Cm yg jd mslh dgn ada berita begini jd bingung apakah layak wskt ini di invest?",7:41:43 AM,Tuesday March 30 2021,Negatif,"POLA,WSKT"
325,Yudha,"Membalas : Pagi hu. Wskt sy nyangkut 15%. Baiknya CL saja apa gimana ya? Klo semalam ntn live EM suruh invest aja katanya. Jd bingung...
Bapak niatnya bgmn, trading atau investasi? Kalau trading harusnya dr awal sudah pasang stoploss, ga akan lg ada kata nyangkut selama stoploss belum terpenuhi, sekalipun sudah terkena SL yasudah, risk trading sebelumnya harus sudah ditentukan seberapa dalam yang bisa diterima jika posisi yang diambil salah..",7:37:31 AM,Tuesday March 30 2021,Negatif,WSKT
326,Ary,"Membalas : Photo
Biasanya kalo pas kemaren saya perhatikan arb dari bank bvic dan bgtg sama inpc pada nyesel jual arb tapi ya emang pait banget bisa sampe lossnya di 40%,karena ketika lot order di akum bandar itu bisa naik lagi dari arb sampe 10%, banyak yang average pas bandar akum jadi lossnya bisa ketutup.
Membalas : Biasanya kalo pas kemaren saya perhatikan arb dari bank bvic dan bgtg sama inpc pada nyesel jual arb tapi ya emang pait banget b
3 bank tersebut diakum sehari sama MG
",10:58:03 PM,Monday March 29 2021,Negatif,"BANK,BGTG,BVIC,INPC"
